Symbol,Name,Sector,Industry,Exchange
FTC,First Trust Large Cap Growth AlphaDEX Fund,,,nasdaq
RNLC,First Trust Large Cap US Equity Select ETF,,,nasdaq
FTA,First Trust Large Cap Value AlphaDEX Fund,,,nasdaq
FLN,First Trust Latin America AlphaDEX Fund,,,nasdaq
LMBS,First Trust Low Duration Opportunities ETF,,,nasdaq
LDSF,First Trust Low Duration Strategic Focus ETF,,,nasdaq
FMB,First Trust Managed Municipal ETF,,,nasdaq
FMK,First Trust Mega Cap AlphaDEX Fund,,,nasdaq
FNX,First Trust Mid Cap Core AlphaDEX Fund,,,nasdaq
FNY,First Trust Mid Cap Growth AlphaDEX Fund,,,nasdaq
RNMC,First Trust Mid Cap US Equity Select ETF,,,nasdaq
FNK,First Trust Mid Cap Value AlphaDEX Fund,,,nasdaq
FAD,First Trust Multi Cap Growth AlphaDEX Fund,,,nasdaq
FAB,First Trust Multi Cap Value AlphaDEX Fund,,,nasdaq
MDIV,First Trust Multi-Asset Diversified Income Index Fund,,,nasdaq
MCEF,First Trust Municipal CEF Income Opportunity ETF,,,nasdaq
FMHI,First Trust Municipal High Income ETF,,,nasdaq
QABA,First Trust NASDAQ ABA Community Bank Index Fund,,,nasdaq
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,,,nasdaq
FTXO,First Trust Nasdaq Bank ETF,,,nasdaq
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,,,nasdaq
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index,,,nasdaq
CIBR,First Trust NASDAQ Cybersecurity ETF,,,nasdaq
FTXG,First Trust Nasdaq Food & Beverage ETF,,,nasdaq
CARZ,First Trust NASDAQ Global Auto Index Fund,,,nasdaq
FTXN,First Trust Nasdaq Oil & Gas ETF,,,nasdaq
FTXH,First Trust Nasdaq Pharmaceuticals ETF,,,nasdaq
FTXD,First Trust Nasdaq Retail ETF,,,nasdaq
FTXL,First Trust Nasdaq Semiconductor ETF,,,nasdaq
TDIV,First Trust NASDAQ Technology Dividend Index Fund,,,nasdaq
FTXR,First Trust Nasdaq Transportation ETF,,,nasdaq
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,,,nasdaq
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,,,nasdaq
QTEC,First Trust NASDAQ-100- Technology Index Fund,,,nasdaq
AIRR,First Trust RBA American Industrial Renaissance ETF,,,nasdaq
RDVY,First Trust Rising Dividend Achievers ETF,,,nasdaq
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,,,nasdaq
RFDI,First Trust RiverFront Dynamic Developed International ETF,,,nasdaq
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,,,nasdaq
RFEU,First Trust RiverFront Dynamic Europe ETF,,,nasdaq
FID,First Trust S&P International Dividend Aristocrats ETF,,,nasdaq
FTSL,First Trust Senior Loan Fund ETF,,,nasdaq
FYX,First Trust Small Cap Core AlphaDEX Fund,,,nasdaq
FYC,First Trust Small Cap Growth AlphaDEX Fund,,,nasdaq
RNSC,First Trust Small Cap US Equity Select ETF,,,nasdaq
FYT,First Trust Small Cap Value AlphaDEX Fund,,,nasdaq
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,,,nasdaq
FKO,First Trust South Korea AlphaDEX Fund,,,nasdaq
FCVT,First Trust SSI Strategic Convertible Securities ETF,,,nasdaq
FDIV,First Trust Strategic Income ETF,,,nasdaq
FSZ,First Trust Switzerland AlphaDEX Fund,,,nasdaq
FIXD,First Trust TCW Opportunistic Fixed Income ETF,,,nasdaq
TUSA,First Trust Total US Market AlphaDEX ETF,,,nasdaq
FKU,First Trust United Kingdom AlphaDEX Fund,,,nasdaq
RNDV,First Trust US Equity Dividend Select ETF,,,nasdaq
FUNC,First United Corporation,Finance,Major Banks,nasdaq
FUSB,"First US Bancshares, Inc.",Finance,Major Banks,nasdaq
MYFW,"First Western Financial, Inc.",Finance,Major Banks,nasdaq
FCFS,"FirstCash, Inc.",Consumer Services,Other Specialty Stores,nasdaq
SVVC,"Firsthand Technology Value Fund, Inc.",,,nasdaq
FSV,FirstService Corporation,Finance,Real Estate,nasdaq
FISV,"Fiserv, Inc.",Technology,EDP Services,nasdaq
FIVE,"Five Below, Inc.",Consumer Services,Department/Specialty Retail Stores,nasdaq
FPRX,"Five Prime Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
FVE,Five Star Senior Living Inc.,Health Care,Hospital/Nursing Management,nasdaq
FIVN,"Five9, Inc.",Technology,EDP Services,nasdaq
FLEX,Flex Ltd.,Technology,Electrical Products,nasdaq
FLXN,"Flexion Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,,,nasdaq
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,,,nasdaq
MBSD,FlexShares Disciplined Duration MBS Index Fund,,,nasdaq
ASET,FlexShares Real Assets Allocation Index Fund,,,nasdaq
ESGG,FlexShares STOXX Global ESG Impact Index Fund,,,nasdaq
ESG,FlexShares STOXX US ESG Impact Index Fund,,,nasdaq
QLC,FlexShares US Quality Large Cap Index Fund,,,nasdaq
FPAY,"FlexShopper, Inc.",Technology,Diversified Commercial Services,nasdaq
FPAYW,"FlexShopper, Inc.",Technology,Diversified Commercial Services,nasdaq
FLXS,"Flexsteel Industries, Inc.",Consumer Durables,Home Furnishings,nasdaq
FLIR,"FLIR Systems, Inc.",Capital Goods,Industrial Machinery/Components,nasdaq
FLNT,"Fluent, Inc.",Consumer Services,Advertising,nasdaq
FLDM,Fluidigm Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,nasdaq
FFIC,Flushing Financial Corporation,Finance,Major Banks,nasdaq
FNCB,FNCB Bancorp Inc.,Finance,Major Banks,nasdaq
FOMX,Foamix Pharmaceuticals Ltd.,Consumer Durables,Specialty Chemicals,nasdaq
FOCS,Focus Financial Partners Inc.,Finance,Investment Managers,nasdaq
FONR,Fonar Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,nasdaq
FSCT,"ForeScout Technologies, Inc.",Technology,Computer peripheral equipment,nasdaq
FRSX,Foresight Autonomous Holdings Ltd.,Technology,Computer Software: Prepackaged Software,nasdaq
FORM,"FormFactor, Inc.",Technology,Semiconductors,nasdaq
FORTY,Formula Systems (1985) Ltd.,Technology,EDP Services,nasdaq
FORR,"Forrester Research, Inc.",Consumer Services,Diversified Commercial Services,nasdaq
FRTA,"Forterra, Inc.",Capital Goods,Building Materials,nasdaq
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment,nasdaq
FBIO,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,nasdaq
FBIOP,"Fortress Biotech, Inc.",Health Care,Major Pharmaceuticals,nasdaq
FTSV,"Forty Seven, Inc.",Health Care,Major Pharmaceuticals,nasdaq
FMCI,Forum Merger II Corporation,Finance,Business Services,nasdaq
FMCIU,Forum Merger II Corporation,Finance,Business Services,nasdaq
FMCIW,Forum Merger II Corporation,Finance,Business Services,nasdaq
FWRD,Forward Air Corporation,Transportation,Oil Refining/Marketing,nasdaq
FORD,"Forward Industries, Inc.",Consumer Non-Durables,Plastic Products,nasdaq
FWP,Forward Pharma A/S,Health Care,Major Pharmaceuticals,nasdaq
FOSL,"Fossil Group, Inc.",Consumer Non-Durables,Consumer Specialties,nasdaq
FOX,Fox Corporation,Consumer Services,Broadcasting,nasdaq
FOXA,Fox Corporation,Consumer Services,Broadcasting,nasdaq
FOXF,Fox Factory Holding Corp.,Consumer Non-Durables,Motor Vehicles,nasdaq
FRAN,Francesca&#39;s Holdings Corporation,Consumer Services,Clothing/Shoe/Accessory Stores,nasdaq
FELE,"Franklin Electric Co., Inc.",Consumer Durables,Metal Fabrications,nasdaq
FRAF,Franklin Financial Services Corporation,Finance,Major Banks,nasdaq
FRED,"Fred&#39;s, Inc.",Consumer Services,Department/Specialty Retail Stores,nasdaq
RAIL,"Freightcar America, Inc.",Capital Goods,Railroads,nasdaq
FEIM,"Frequency Electronics, Inc.",Capital Goods,Electrical Products,nasdaq
FRPT,"Freshpet, Inc.",Consumer Non-Durables,Packaged Foods,nasdaq
FTDR,"frontdoor, inc.",Finance,Diversified Commercial Services,nasdaq
FTEO,"FRONTEO, Inc.",Technology,EDP Services,nasdaq
FTR,Frontier Communications Corporation,Public Utilities,Telecommunications Equipment,nasdaq
FRPH,"FRP Holdings, Inc.",Finance,Real Estate,nasdaq
FSBW,"FS Bancorp, Inc.",Finance,Banks,nasdaq
FSBC,"FSB Bancorp, Inc.",Finance,Savings Institutions,nasdaq
FTEK,"Fuel Tech, Inc.",Capital Goods,Pollution Control Equipment,nasdaq
FCEL,"FuelCell Energy, Inc.",Miscellaneous,Industrial Machinery/Components,nasdaq
FULC,"Fulcrum Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
FLGT,"Fulgent Genetics, Inc.",Health Care,Medical Specialities,nasdaq
FORK,Fuling Global Inc.,Consumer Non-Durables,Plastic Products,nasdaq
FLL,"Full House Resorts, Inc.",Consumer Services,Hotels/Resorts,nasdaq
FULT,Fulton Financial Corporation,Finance,Major Banks,nasdaq
FNKO,"Funko, Inc.",Consumer Non-Durables,Recreational Products/Toys,nasdaq
FHL,Futu Holdings Limited,Finance,Investment Bankers/Brokers/Service,nasdaq
FTFT,Future FinTech Group Inc.,Consumer Non-Durables,Packaged Foods,nasdaq
FFHL,"Fuwei Films (Holdings) Co., Ltd.",Capital Goods,Specialty Chemicals,nasdaq
FVCB,"FVCBankcorp, Inc.",Finance,Major Banks,nasdaq
WILC,"G. Willi-Food International,  Ltd.",Consumer Non-Durables,Food Distributors,nasdaq
GTHX,"G1 Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
GAIA,"Gaia, Inc.",Consumer Services,Movies/Entertainment,nasdaq
GLPG,Galapagos NV,Health Care,Major Pharmaceuticals,nasdaq
GALT,Galectin Therapeutics Inc.,Health Care,Major Pharmaceuticals,nasdaq
GLMD,Galmed Pharmaceuticals Ltd.,Health Care,Major Pharmaceuticals,nasdaq
GMDA,Gamida Cell Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GLPI,"Gaming and Leisure Properties, Inc.",Consumer Services,Real Estate Investment Trusts,nasdaq
GRMN,Garmin Ltd.,Capital Goods,Industrial Machinery/Components,nasdaq
GARS,Garrison Capital Inc.,,,nasdaq
GLIBA,"GCI Liberty, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
GLIBP,"GCI Liberty, Inc.",Public Utilities,Telecommunications Equipment,nasdaq
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing",nasdaq
GEMP,Gemphire Therapeutics Inc.,Health Care,Major Pharmaceuticals,nasdaq
GENC,Gencor Industries Inc.,Capital Goods,Construction/Ag Equipment/Trucks,nasdaq
GFN,General Finance Corporation,Technology,Diversified Commercial Services,nasdaq
GFNCP,General Finance Corporation,Technology,Diversified Commercial Services,nasdaq
GFNSL,General Finance Corporation,Technology,Diversified Commercial Services,nasdaq
GENE,Genetic Technologies Ltd,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GNFT,GENFIT S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GNUS,"Genius Brands International, Inc.",Consumer Services,Movies/Entertainment,nasdaq
GMAB,Genmab A/S,Health Care,Major Pharmaceuticals,nasdaq
GNMK,"GenMark Diagnostics, Inc.",Health Care,Medical/Dental Instruments,nasdaq
GNCA,"Genocea Biosciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GHDX,"Genomic Health, Inc.",Health Care,Medical Specialities,nasdaq
GNPX,"Genprex, Inc.",Health Care,Major Pharmaceuticals,nasdaq
GNTX,Gentex Corporation,Capital Goods,Auto Parts:O.E.M.,nasdaq
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.,nasdaq
GEOS,Geospace Technologies Corporation,Capital Goods,Industrial Machinery/Components,nasdaq
GABC,"German American Bancorp, Inc.",Finance,Major Banks,nasdaq
GERN,Geron Corporation,Health Care,Major Pharmaceuticals,nasdaq
GEVO,"Gevo, Inc.",Basic Industries,Major Chemicals,nasdaq
ROCK,"Gibraltar Industries, Inc.",Capital Goods,Steel/Iron Ore,nasdaq
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing",nasdaq
GIII,"G-III Apparel Group, LTD.",Consumer Non-Durables,Apparel,nasdaq
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
GILD,"Gilead Sciences, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GBCI,"Glacier Bancorp, Inc.",Finance,Major Banks,nasdaq
GLAD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles,nasdaq
GLADD,Gladstone Capital Corporation,Consumer Non-Durables,Textiles,nasdaq
GLADN,Gladstone Capital Corporation,Consumer Non-Durables,Textiles,nasdaq
GOOD,Gladstone Commercial Corporation,Consumer Services,Real Estate,nasdaq
GOODM,Gladstone Commercial Corporation,Consumer Services,Real Estate,nasdaq
GOODO,Gladstone Commercial Corporation,Consumer Services,Real Estate,nasdaq
GOODP,Gladstone Commercial Corporation,Consumer Services,Real Estate,nasdaq
GAIN,Gladstone Investment Corporation,,,nasdaq
GAINL,Gladstone Investment Corporation,,,nasdaq
GAINM,Gladstone Investment Corporation,,,nasdaq
LAND,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,nasdaq
LANDP,Gladstone Land Corporation,Consumer Services,Real Estate Investment Trusts,nasdaq
GLBZ,Glen Burnie Bancorp,Finance,Major Banks,nasdaq
GBT,"Global Blood Therapeutics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
ENT,Global Eagle Entertainment Inc.,Consumer Services,Telecommunications Equipment,nasdaq
GBLI,Global Indemnity Limited,Finance,Property-Casualty Insurers,nasdaq
GBLIL,Global Indemnity Limited,Finance,Property-Casualty Insurers,nasdaq
GBLIZ,Global Indemnity Limited,Finance,Property-Casualty Insurers,nasdaq
SELF,"Global Self Storage, Inc.",Consumer Services,Real Estate Investment Trusts,nasdaq
GWRS,"Global Water Resources, Inc.",Public Utilities,Water Supply,nasdaq
DRIV,Global X Autonomous & Electric Vehicles ETF,,,nasdaq
CLOU,Global X Cloud Computing ETF,,,nasdaq
KRMA,Global X Conscious Companies ETF,,,nasdaq
DAX,Global X DAX Germany ETF,,,nasdaq
EBIZ,Global X E-commerce ETF,,,nasdaq
FINX,Global X FinTech ETF,,,nasdaq
CHIC,Global X Funds Global X MSCI China Communication Services ETF,,,nasdaq
AIQ,Global X Future Analytics Tech ETF,,,nasdaq
GNOM,Global X Genomics & Biotechnology ETF,,,nasdaq
BFIT,Global X Health & Wellness Thematic ETF,,,nasdaq
SNSR,Global X Internet of Things ETF,,,nasdaq
LNGR,Global X Longevity Thematic ETF,,,nasdaq
MILN,Global X Millennials Thematic ETF,,,nasdaq
EFAS,Global X MSCI SuperDividend EAFE ETF,,,nasdaq
QYLD,Global X NASDAQ-100 Covered Call ETF,,,nasdaq
BOTZ,Global X Robotics & Artificial Intelligence ETF,,,nasdaq
CATH,Global X S&P 500 Catholic Values ETF,,,nasdaq
SOCL,Global X Social Media ETF,,,nasdaq
ALTY,Global X SuperDividend Alternatives ETF,,,nasdaq
SRET,Global X SuperDividend REIT ETF,,,nasdaq
YLCO,Global X YieldCo & Renewable Energy Income ETF,,,nasdaq
GLBS,Globus Maritime Limited,Transportation,Marine Transportation,nasdaq
GLUU,Glu Mobile Inc.,Technology,EDP Services,nasdaq
GLYC,"GlycoMimetics, Inc.",Health Care,Major Pharmaceuticals,nasdaq
GOGO,Gogo Inc.,Consumer Services,Telecommunications Equipment,nasdaq
GLNG,Golar LNG Limited,Consumer Services,Marine Transportation,nasdaq
GMLP,Golar LNG Partners LP,Consumer Services,Marine Transportation,nasdaq
GMLPP,Golar LNG Partners LP,Consumer Services,Marine Transportation,nasdaq
DNJR,GOLDEN BULL LIMITED,Finance,Finance: Consumer Services,nasdaq
GDEN,"Golden Entertainment, Inc.",Consumer Services,Services-Misc. Amusement & Recreation,nasdaq
GOGL,Golden Ocean Group Limited,Consumer Services,Marine Transportation,nasdaq
GBDC,"Golub Capital BDC, Inc.",,,nasdaq
GTIM,Good Times Restaurants Inc.,Consumer Services,Restaurants,nasdaq
GSHD,"Goosehead Insurance, Inc.",Finance,Specialty Insurers,nasdaq
GPRO,"GoPro, Inc.",Miscellaneous,Industrial Machinery/Components,nasdaq
GPAQ,Gordon Pointe Acquisition Corp.,Finance,Business Services,nasdaq
GPAQU,Gordon Pointe Acquisition Corp.,Finance,Business Services,nasdaq
GPAQW,Gordon Pointe Acquisition Corp.,Finance,Business Services,nasdaq
GRSH,"Gores Holdings III, Inc.",Finance,Business Services,nasdaq
GRSHU,"Gores Holdings III, Inc.",Finance,Business Services,nasdaq
GRSHW,"Gores Holdings III, Inc.",Finance,Business Services,nasdaq
GMHI,"Gores Metropoulos, Inc.",Finance,Business Services,nasdaq
GMHIU,"Gores Metropoulos, Inc.",Finance,Business Services,nasdaq
GMHIW,"Gores Metropoulos, Inc.",Finance,Business Services,nasdaq
GOSS,"Gossamer Bio, Inc.",Health Care,Major Pharmaceuticals,nasdaq
LOPE,"Grand Canyon Education, Inc.",Consumer Services,Other Consumer Services,nasdaq
GRVY,"GRAVITY Co., Ltd.",Miscellaneous,Business Services,nasdaq
GECC,Great Elm Capital Corp.,,,nasdaq
GECCL,Great Elm Capital Corp.,,,nasdaq
GECCM,Great Elm Capital Corp.,,,nasdaq
GECCN,Great Elm Capital Corp.,,,nasdaq
GEC,"Great Elm Capital Group, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
GLDD,Great Lakes Dredge & Dock Corporation,Basic Industries,Military/Government/Technical,nasdaq
GSBC,"Great Southern Bancorp, Inc.",Finance,Major Banks,nasdaq
GRBK,"Green Brick Partners, Inc.",Capital Goods,Homebuilding,nasdaq
GPP,Green Plains Partners LP,Basic Industries,Major Chemicals,nasdaq
GPRE,"Green Plains, Inc.",Basic Industries,Major Chemicals,nasdaq
GCBC,"Greene County Bancorp, Inc.",Finance,Banks,nasdaq
GLAC,Greenland Acquisition Corporation,Finance,Business Services,nasdaq
GLACR,Greenland Acquisition Corporation,Finance,Business Services,nasdaq
GLACU,Greenland Acquisition Corporation,Finance,Business Services,nasdaq
GLACW,Greenland Acquisition Corporation,Finance,Business Services,nasdaq
GNLN,"Greenlane Holdings, Inc.",Capital Goods,Recreational Products/Toys,nasdaq
GLRE,"Greenlight Reinsurance, Ltd.",Finance,Property-Casualty Insurers,nasdaq
GRNQ,Greenpro Capital Corp.,Technology,EDP Services,nasdaq
GSKY,"GreenSky, Inc.",Miscellaneous,Business Services,nasdaq
GSUM,Gridsum Holding Inc.,Technology,Computer Software: Prepackaged Software,nasdaq
GRIF,"Griffin Industrial Realty, Inc.",Finance,Real Estate,nasdaq
GRFS,"Grifols, S.A.",Health Care,Major Pharmaceuticals,nasdaq
GRIN,Grindrod Shipping Holdings Ltd.,Transportation,Marine Transportation,nasdaq
GRTS,"Gritstone Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
GO,Grocery Outlet Holding Corp.,Consumer Services,Food Chains,nasdaq
GRPN,"Groupon, Inc.",Technology,Advertising,nasdaq
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,Transportation,Aerospace,nasdaq
GGAL,Grupo Financiero Galicia S.A.,Finance,Commercial Banks,nasdaq
GVP,"GSE Systems, Inc.",Technology,Computer Software: Prepackaged Software,nasdaq
GSIT,"GSI Technology, Inc.",Technology,Semiconductors,nasdaq
GTYH,"GTY Technology Holdings, Inc.",Technology,EDP Services,nasdaq
GNTY,"Guaranty Bancshares, Inc.",Finance,Major Banks,nasdaq
GFED,"Guaranty Federal Bancshares, Inc.",Finance,Major Banks,nasdaq
GH,"Guardant Health, Inc.",Health Care,Medical Specialities,nasdaq
GHSI,"Guardion Health Sciences, Inc.",Health Care,Major Pharmaceuticals,nasdaq
GIFI,"Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications,nasdaq
GURE,"Gulf Resources, Inc.",Basic Industries,Major Chemicals,nasdaq
GPOR,Gulfport Energy Corporation,Energy,Oil & Gas Production,nasdaq
GWPH,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals,nasdaq
GWGH,"GWG Holdings, Inc",Finance,Life Insurance,nasdaq
GXGX,GX Acquisiton Corp.,Finance,Business Services,nasdaq
GXGXU,GX Acquisiton Corp.,Finance,Business Services,nasdaq
GXGXW,GX Acquisiton Corp.,Finance,Business Services,nasdaq
GYRO,"Gyrodyne , LLC",Consumer Services,Building operators,nasdaq
HEES,"H&E Equipment Services, Inc.",,,nasdaq
HLG,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services,nasdaq
HNRG,Hallador Energy Company,Energy,Coal Mining,nasdaq
HALL,"Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers,nasdaq
HALO,"Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
HLNE,Hamilton Lane Incorporated,Finance,Investment Managers,nasdaq
HJLI,"Hancock Jaffe Laboratories, Inc.",Health Care,Medical/Dental Instruments,nasdaq
HJLIW,"Hancock Jaffe Laboratories, Inc.",Health Care,Medical/Dental Instruments,nasdaq
HWC,Hancock Whitney Corporation,Finance,Major Banks,nasdaq
HWCPL,Hancock Whitney Corporation,Finance,Major Banks,nasdaq
HAFC,Hanmi Financial Corporation,Finance,Major Banks,nasdaq
HONE,"HarborOne Bancorp, Inc.",Finance,Major Banks,nasdaq
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,nasdaq
HARP,"Harpoon Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),nasdaq
HROW,"Harrow Health, Inc.",Health Care,Major Pharmaceuticals,nasdaq
